"term","weight"
"ugh","-18.984587116"
"gold","-12.3011846361"
"session","-23.2673189977"
"lovee","41.5563410241"
"sayin","32.9356207082"
"writes","116.25066127"
"failed","-76.0123784003"
"condom","29.8667537128"
"factor","12.6218425603"
"loved","72.4307567523"
"giants","40.8245834395"
"boarding","8.61362465778"
"quizzes","78.0727788928"
"banned","-78.8520551297"
"sunny","-8.26842172758"
"they'd","27.9184139114"
"preparing","-53.3140912269"
"closely","67.6471384263"
"damnit","-29.4872343237"
"maraming","-2.0797412783"
"banner","-231.017470398"
"distraction","131.84918259"
"cry","83.184278248"
"river","-8.74075601071"
"approaching","-63.1168445341"
"set","-44.9811026727"
"ser","8.30833348056"
"jadi","40.9361361631"
"jade","22.9940381165"
"sex","-45.8201188059"
"see","-25.6124708714"
"sec","-8.87260822486"
"sea","-36.7047994092"
"#","-2.43186212641"
"spirits","11.4588208676"
"movie","-36.237570673"
"currently","15.0866578933"
"pickup","-156.244707382"
"rite","41.3070711122"
"nope","-56.3788466746"
"monsters","-54.3560050407"
"15th","-130.244986501"
"endure","-22.3712241041"
"knowing","21.8577207456"
"renewed","87.181448045"
"tagal","3.41839637835"
"mam","-27.0804747881"
"last","2.03518133985"
"thou","11.3175788782"
"bachelor","-213.423613284"
"rose","19.8225581866"
"poverty","84.8365933554"
"whole","39.3253032484"
"healing","82.5092848407"
"load","-17.7529226087"
"):","-6.21713548128"
")=","-24.5392454127"
"licence","-183.964758431"
"bell","-42.3270613535"
"loan","80.1489880372"
"community","21.7787538048"
"except","-6.98219574872"
"sing","-1.61804549367"
"sammy","16.918775378"
"desktop","-82.6848986648"
"belt","-47.4897107292"
"worthless","-69.6461688556"
"devil","-19.948025792"
"acceptance","25.741551167"
"imperfections","-28.8903355806"
"hitting","-65.241234188"
"firm","72.2906120256"
"resting","-18.126029701"
"sweetheart","-56.4439654865"
"squirrel","32.1357369302"
"fire","-10.9479711521"
"what's","5.14853860508"
"races","2.49500886359"
"sleeves","329.711337593"
"kuya","125.319708786"
"packers","-7.08393074913"
"anyhow","23.4561637013"
"straight","-83.9418222777"
"budget","24.0825948891"
"sesame","39.6597947432"
"forgetting","157.165791195"
"pressed","81.7170644411"
"error","-70.4921290378"
"kissing","-51.7328121952"
"robin","34.844654649"
"swim","7.78939036142"
"pound","-76.1158614908"
"<3","21.3899890947"
"36","-25.2144460706"
"owes","-74.3458985889"
"beautifully","75.7721984449"
"voy","120.929520278"
"chase","-40.1726071932"
"funny","10.7831596629"
"amo","-24.0598673816"
"choking","101.643892075"
"shorter","8.54067609752"
"rules","24.6746976242"
"forgiveness","73.2299959582"
"derby","106.528285081"
"alert","-122.747867191"
"levels","25.5053615006"
"nickname","-51.9894028677"
"stack","-11.2537638773"
"recent","-60.0350960937"
"stephanie","35.2199069825"
"maker","126.265696197"
"concrete","-72.3948095282"
"kelly","12.2899924132"
"knw","-18.5339294432"
"4hrs","-275.366753199"
"sims","158.221373911"
"soaked","19.646986881"
"lads","-39.957487916"
"soooooooooooo","43.1016449888"
"behind","47.6357324979"
"unto","-29.4893167888"
"surprises","68.9623342733"
"admission","65.3173623836"
"attractive","-225.173385954"
"parents","-16.9650971799"
"location","2.84333554393"
"crying","89.8291907676"
"courtney","-47.912425626"
"input","3.18122664254"
"surprised","-10.4491014093"
"chess","-166.436387798"
"australia","8.00324830995"
"demands","22.8256442211"
"couple","-40.9392330622"
"wives","-41.4152337261"
"shitty","-8.10718574385"
"formal","-50.8085476113"
"sorting","45.572653291"
"d","3.76576534616"
"spine","-29.5946109686"
"chorus","-44.6921062045"
"disorder","36.5173196209"
"partying","52.3814884734"
"senate","-18.5673606004"
"pals","81.1619900337"
"bounce","-3.70490777822"
"b4","-11.3727650989"
"sighs","-14.178784793"
"mighty","-24.2358372449"
"pala","25.1961889881"
"curious","33.45934852"
"sprint","-17.0775959411"
"twinkle","45.1151615621"
"mummy","99.2928883932"
"oblivion","-71.8351453533"
"religion","-57.5467414754"
"dating","-0.50564342208"
"temple","-51.0956548699"
"blackberry","-27.2297847621"
"be","-3.31876559184"
"bf","200.900138158"
"ba","0.375029907402"
"bc","42.5580671411"
"bo","14.2992778491"
"bi","17.216557158"
"bu","-6.1425517477"
"bp","-101.222326826"
"nowhere","-75.4645995781"
"santa","48.4641370444"
"bs","-10.0765458071"
"by","-0.503423495415"
"aswell","-118.636296186"
"zip","-121.405502688"
"anything","-20.1480725513"
"netflix","-32.8471803714"
"melbourne","-5.05752460493"
". .","1.87750828811"
"repair","-134.378442896"
"clinton","49.5701454899"
"colorado","9.97354506057"
"garbage","-61.9619778813"
"hometown","-9.52418326798"
"into","16.424024426"
"appropriate","76.3059077309"
"lebron","-208.489800785"
"katie","24.27614637"
"span","97.6886149311"
"arcade","-124.278959076"
"spam","-37.4769697889"
"spending","-11.2348962464"
"sock","72.8793500745"
"submit","21.9130323952"
"custom","-29.7271332279"
"addicting","217.905079393"
"suit","-246.666416159"
":","-0.0238664435969"
"athlete","193.304303365"
"opens","-50.8379982465"
"chu","-124.193964732"
"jacks","62.4629661304"
"inches","193.869400249"
"jewish","-16.4668927376"
"poster","147.515347431"
"relaxed","-220.708621797"
"pastor","-85.8672663968"
"pacific","-121.746357212"
"line","5.26753926606"
"posted","20.4856363959"
"fades","-51.6651037939"
"nieces","18.4179051804"
"up","-8.84467428642"
"us","0.917249990082"
"ur","8.74796485452"
"um","0.933180605785"
"maturity","-131.214593086"
"un","-5.32388584205"
"customers","66.2369794216"
"uh","51.7178245951"
"ug","1.68300715964"
"medical","-88.9014032266"
"hornet","-156.390603778"
"yelled","-35.0524575525"
"supervisor","96.0416456516"
"chai","38.4845844534"
"chan","108.0023015"
"haunt","-26.7521681624"
"starbucks","-72.1651364196"
"comming","-36.9412397768"
"e-mails","32.7802472731"
"chat","-1.47088192877"
"defines","-124.506167455"
"fixing","-7.94812571051"
"tara","15.1992674958"
"edwards","57.7963748085"
"points","6.13644575418"
"actors","93.4148982421"
"revision","-56.5459695308"
"elements","-69.400620399"
"energetic","27.1785184934"
"skit","-20.7388079482"
"robots","-186.525851637"
"meals","-13.6426169206"
"ago","17.9226914623"
"land","17.056401135"
"fighter","-149.514535466"
"holes","-51.9038257551"
"summit","-12.7271162109"
"walker","59.4533245417"
"fresh","-55.5402696239"
"essay","10.1734438192"
"code","-70.0330931612"
"melts","-68.6232287103"
"scratch","42.878542802"
"laziness","-30.383648199"
"results","-14.111924911"
"enjoyable","-190.424434179"
"stops","41.5363434867"
"gossip","179.686062951"
"chillin","4.97872429773"
"seemed","30.3112824453"
"harvest","-17.0487149737"
"concerned","5.23552497231"
"send","12.201770911"
"meetings","-60.1364713317"
"torture","238.162522108"
"lopez","18.3510202498"
"llama","-25.4363361395"
"mixing","-87.6771512562"
"decorating","202.565855127"
"evn","171.344828448"
"marry","47.9659103145"
"try","-24.765706838"
"race","8.12252755228"
"tru","45.0044838783"
"rack","71.1637052448"
"pledge","44.2864711718"
"everythings","128.229205893"
"video","-15.0424953021"
"yayyy","224.223971319"
"spaghetti","11.1010799292"
"graduating","79.3673143813"
"index","29.3113546464"
"indian","-48.2033370144"
"twins","-38.6739948106"
"bird","17.0250661909"
"leg","-11.7064081727"
"punch","-35.744319691"
"leo","26.9198241957"
"les","19.2257366899"
"let","1.77643763774"
"consideration","82.6001680238"
"invented","-23.3409110931"
"fifteen","15.6661164066"
"bald","-158.214067805"
"great","-38.0460586762"
"titanic","104.531788735"
"mosquito","40.3963268475"
"eatin","-92.5138467291"
"defeat","-83.7157361234"
"residents","61.2474839432"
"makes","11.9976569196"
"explain","-31.5867445964"
"thats","-27.6936920691"
"chains","-64.7609044655"
"firefox","-187.087617134"
"neice","136.986312195"
"mens","-74.7548394952"
"tools","12.0949481236"
"standing","-16.057264281"
"confidence","25.0285852189"
"exciting","60.8664044667"
"illegal","-45.5895593731"
"chocolates","72.2374888466"
"bush","9.20669143529"
"next","-7.69116092871"
"eleven","32.3320583735"
"doubt","12.7854748093"
"luvin","38.2802856296"
"touched","49.7305140712"
"baba","24.8426964107"
"pencil","-30.347466983"
"babe","-37.5898862447"
"om","18.626522514"
"soooooooo","102.107274457"
"carrying","69.346187545"
"rubbish","22.1630436964"
"baby","8.74019032959"
"gladly","-177.312631566"
"charity","-40.0472992065"
"customer","-10.078890363"
"balls","-46.0184581862"
"animals","93.7797745641"
"this","-1.86345893272"
"challenge","46.1955821851"
"pour","-6.61734466645"
"jeep","-174.800188143"
"thin","47.9416228878"
"fulfill","95.4777880813"
"bent","-73.784783564"
"process","-54.780688903"
"lock","-11.8040626291"
"rode","95.7025473361"
"pieces","46.8392505085"
"high","-9.43815975732"
"lala","37.9393472008"
"formspring","33.1020838862"
"king's","50.8409440417"
"gump","-75.209648545"
"mysteries","10.0315495327"
"comedy","-137.999199277"
"intelligent","12.5783684073"
"oz","-39.2147463723"
"await","-133.571420532"
"weighed","22.5549542349"
"fits","136.251393247"
"tomato","-34.6920168557"
"realized","25.7910758062"
"sry","-53.7706594287"
"22nd","-131.630087449"
"counter","47.4216008628"
"robot","-74.1354912226"
"element","141.778681662"
"allow","-57.5028065523"
"volunteers","45.2656455029"
"mute","-22.1164678407"
"move","-15.8889444302"
"outlook","-60.1506342942"
"produced","40.539306085"
"motorcycle","-12.6510483822"
"perfect","53.887025391"
"chosen","28.520623469"
"lamp","206.204899358"
"unreal","82.3420833625"
"meantime","107.785211991"
"communication","43.1637930319"
"hobby","-13.8950802999"
"2011","6.18077593019"
"2010","-18.4298898586"
"2012","-16.7280690834"
"prosper","71.3882328593"
"docs","20.0076860355"
"nada","-38.8214320555"
"bat","-27.4931018807"
"mediocre","130.256353363"
"legendary","-212.302332401"
"bas","102.335952354"
"betta","74.9692540449"
"betty","-73.3806689183"
"truth","-11.2204761732"
"persia","-49.637322061"
"accounts","-19.2885248261"
"doing","-7.06645621306"
"society","-15.0261241381"
"books","33.592312647"
"bay","-51.9319298223"
"shannon","28.135870214"
"matrix","-138.604809601"
"'","4.53273107128"
"gawd","-77.3652138781"
"hilarious","119.857032987"
"shut","36.9305869222"
"perish","93.4743292305"
"godly","66.6344173469"
"shud","64.7966415013"
"hogwarts","156.973050141"
"surely","63.1407182786"
"craving","133.06249"
"shui","55.9966636142"
"scary","115.753758435"
"could","11.9996385431"
"paintball","-227.448213353"
"david","-4.97504305793"
"notebook","107.347648225"
"davis","7.76456239738"
"scarf","93.6851015949"
"blown","-18.538511737"
"yells","69.2835007983"
"owned","-50.8204493802"
"soothing","-152.178348456"
"muhammad","-156.78785794"
"blows","-81.36159586"
"sharon","80.4015335548"
"los","-39.3455662343"
"festival","70.8428571063"
"fuckers","-26.8281647671"
"system","-39.590069232"
"einstein","-25.6957447772"
"behaved","36.6369314816"
"painful","-13.7068026141"
"gummy","90.5837013216"
"lot","-38.1852167023"
"shorts","-210.856263075"
"megan","33.344076888"
"grandpa","-23.052221367"
"anyones","14.8130365585"
"steel","-60.039853324"
"bother","35.7473716127"
"tortured","157.61547058"
"psalm","40.0335088752"
"gays","-400.313689135"
"collecting","-96.649953294"
"trusting","187.396625703"
"gently","81.7911028504"
"spelled","51.0006196083"
"re-post","50.8342789442"
"dishes","52.2641672231"
"studying","15.7868429974"
"mills","-26.1379743475"
"hangover","-17.994051461"
"babes","-59.2580728801"
"linda","45.707066659"
"korean","20.243553554"
"soap","8.18850231727"
";-)","-12.2517118009"
"soar","-31.7205541859"
"calculus","-54.2157259232"
"nancy","38.1305308284"
"courtesy","-38.9999567615"
"visa","16.6331025483"
"medal","-69.7111803211"
"placement","-42.393247943"
"stronger","-15.3970547224"
"thanksgiving","-35.2085265655"
"face","17.3093430085"
"you'll","15.4485492849"
"brew","-56.0545405158"
"painting","2.25670271169"
"fact","29.7369479816"
"oreos","66.4593350718"
"wikipedia","-192.916340054"
"assholes","31.2195792947"
"bring","-9.74260762181"
"bedroom","13.6385387868"
"rough","-22.9781372887"
"decade","-111.219905519"
"pause","58.1260576168"
"=]","2.71535926723"
"=\\","-50.4120095048"
"jar","42.4059984245"
"=[","18.3162427294"
"should","-11.0511884106"
"buttons","204.258684429"
"jam","-60.1343340881"
"tape","69.0234914646"
"jai","-49.0987336209"
"riding","18.2132484673"
"jab","-0.856192781823"
"hope","-20.3933059705"
"meant","-14.7164127671"
"handle","172.888934535"
"sweetie","108.071873564"
"listened","17.7473811664"
"means","7.54831523663"
"ayo","16.9085050941"
"cranky","90.0065648464"
"lucky","65.072457747"
"=/","-24.6330186274"
"sinus","-60.3017539314"
"=)","3.91191271489"
"=(","20.7917360251"
"abby","11.9516118641"
"clicked","-11.6098458137"
"smash","-127.745771269"
"h","5.28938414551"
"rapper","62.1064750449"
"taxes","-2.70319760871"
"default","29.9975725483"
"stuff","-51.0134018888"
"btw","-53.6446423163"
"temporarily","116.796679804"
"packet","-61.0560993159"
"edition","-22.0116287192"
"packed","-3.3499369434"
"superhero","-230.516613897"
"destiny","-117.268577035"
"nuclear","-159.871479135"
"horny","-247.82422873"
"youll","70.1256647352"
"email","56.0827500131"
"greatful","11.4664407828"
"ends","-3.2246519015"
"lg","-16.4625582812"
"staring","-16.0725399126"
"figured","-7.0667535494"
"drum","-15.5840451053"
"invited","-7.48541922282"
"tlc","185.932928809"
"etc","24.9282818348"
"tlk","-27.0662136617"
"puff","-48.9467955247"
"invites","-108.906206081"
"gooood","50.0678792499"
"co","-43.808832239"
"extent","-4.80144877402"
"cc","-70.8445343857"
"ca","-23.7661897676"
"ce","-61.2752294684"
"cba","-84.7125289206"
"cu","16.2839405452"
"ct","4.9214839249"
"drank","-62.9596873939"
"hottest","-149.768712296"
"waste","-4.19034402573"
">","-2.54739774484"
"neighbour","-43.6056237965"
"atlanta","45.2331014076"
"laser","-144.930591942"
"runway","-89.7800456942"
"hahaha","-30.269249083"
"uggh","-15.6146467992"
"stuffing","-46.3903126198"
"lush","-82.0420240609"
"site","-5.76449653025"
"adventures","88.6576303117"
"lust","-129.26281405"
"vs","-14.4971621428"
"sits","-45.4435090133"
"tattoo","13.2763639344"
"juan","-39.7606308786"
"romance","47.207153413"
"android","14.8554257885"
"ingat","-47.5631389145"
"paula","63.560353478"
"ball","-28.2281488377"
"columbia","10.452800554"
"emotionally","26.9044664605"
"dah","-25.6128781603"
"drink","-7.71892144887"
"upon","-7.47283987657"
"infinite","-61.5605164212"
"ikea","95.4923650929"
"php","-23.092310868"
"colts","-10.786421448"
"broccoli","11.6979102381"
"identity","28.5716351423"
"diabetes","-122.271771093"
"off","5.04801401063"
"shotgun","-40.469771244"
"colour","42.1443158704"
"indonesia","-41.665484639"
"daw","72.7514809667"
"command","-103.548347942"
"audio","-75.2333289804"
"drawing","33.2072449054"
"snake","-58.9038460803"
"lest","-151.196093818"
"bananas","-94.3847583439"
"flesh","22.4381733489"
"moments","-12.3360737185"
"clocks","-15.4883856876"
"paul","-23.8328156974"
"glue","13.528820497"
"web","5.37034240546"
"generous","149.336942046"
"wee","62.957431055"
"wen","21.4543831349"
"wel","-33.0254092714"
"appeared","74.6345196353"
"combine","-243.021133657"
"wet","-59.7685767489"
"increased","-104.082980597"
"government","-45.8668210394"
"checking","99.2937762882"
"five","1.5085668775"
"desk","75.1115460875"
"hehehehe","62.2912868483"
"nvm","-131.425005809"
"password","-26.2637927864"
"fools","-30.492158433"
"onion","-48.0544394989"
"happenin","-84.3045462851"
"chairs","-94.884295259"
"nerves","81.8932983316"
"replacement","-47.7169009364"
"zzzzz","-90.275906976"
"immortal","-226.771800235"
"choosing","-25.2348186884"
"flush","19.5446006139"
"thier","-63.8727947105"
"250","-116.763176249"
"literally","-42.3257951208"
"woohoo","28.7152614937"
"forgiven","-173.285116355"
"biology","8.6439782721"
"blowing","29.1610534634"
"schedule","-29.4103574922"
"pressure","13.8460833595"
"stage","-60.8788478464"
"gained","25.6321642575"
"sister","45.8112746314"
"lifestyle","-89.3793065738"
"depp","320.283452855"
"union","6.54092092693"
"seeds","-145.630913097"
"documentary","145.410271601"
"revise","29.0244389707"
"software","-85.6637370664"
"alliance","-39.0494364963"
"letters","-5.14925755292"
"errands","115.906639768"
"screamed","76.4465535652"
"meri","45.0175791993"
"joyce","16.8971904597"
"roads","37.6779288569"
"mera","-84.1958262504"
"mere","-55.0019579527"
"brownies","69.9151475817"
"hehe","-12.2529540654"
"spots","14.8543695246"
"frustration","67.244300273"
"yrs","-29.9854696868"
"naturally","-21.1544436354"
"interest","-27.1086343012"
"delivery","-25.528238861"
"construction","-43.545796191"
"count","74.584251273"
"proverbs","57.9372979132"
"baptist","110.932473904"
"places","28.645266555"
"official","10.9102059726"
"smooth","-150.268036697"
"excitement","57.1869919273"
"placed","-18.0773765684"
"convince","-74.1800598166"
"riley","-69.5142400228"
"problem","-41.7902409495"
"irish","60.9342782923"
"nurses","157.435727689"
"recognize","7.90663834573"
"cousin's","-38.2341142802"
"ink","-106.349005394"
"ing","-119.029157545"
"ina","-92.6615001298"
"jesse","-18.3865277528"
"planting","22.6629693238"
"prosperous","-6.38196186864"
"variety","19.6654453767"
"lately","15.7793001745"
"behold","-3.86315299012"
"scandal","69.9846256388"
"repeat","-15.7542491052"
"monday","5.87524078073"
"chance","-23.111365846"
"veil","198.663543993"
"ghost","-12.428535655"
"rule","-37.415697755"
"searched","-107.590008043"
"mommy's","127.575396303"
"suicidal","141.93765575"
"yikes","192.312223811"
"mansion","-104.987050965"
"oldest","-67.748942324"
"saved","151.202867832"
"relationships","14.2697455472"
"votes","15.9949909298"
"endings","-58.9493389433"
"tickle","-30.837248192"
"neighbours","47.5965436144"
"bike","-32.3989355291"
"voted","41.080631126"
"worth","19.3704603632"
"compassion","-82.1484004591"
"blanket","170.858920131"
"women's","481.237104908"
"manic","80.0478115808"
"jacob","-17.2269359475"
"masaya","42.6650975713"
"tickets","55.4044821155"
"we'll","-5.12089678593"
"upload","30.3409455103"
"humidity","-228.847743329"
"samurai","-158.751469197"
"red","10.9997871258"
"triumph","-36.4019351693"
"chew","-16.575445303"
"cher","-118.707845439"
"29th","117.241624531"
"phones","67.2189850036"
"chef","-101.068247388"
"messy","87.3730460232"
"machines","-7.59667191137"
"+","-9.65502721309"
"lizard","104.969045718"
"bipolar","238.527553102"
"neat","-42.3365092416"
"officially","47.9843827668"
"told","-34.447398824"
"crunch","-27.91586419"
"festive","-31.8715552319"
"wrapping","15.5306064128"
"equals","-15.6164630281"
"goodmorning","-25.7576498456"
"daughter","47.6279836249"
"employees","-18.8698437455"
"aku","4.65649017421"
"adopt","148.659423581"
"itunes","-84.987567157"
"ako","-13.2661279624"
"smoke","17.7890825142"
"browsing","-44.7900799069"
"aka","37.7728584137"
"postponed","29.8269664311"
"fitting","76.3036495158"
"highly","-49.8696723323"
"bro","-76.8812135194"
"qui","59.438976579"
"cane","-96.7924314767"
"opportunities","-57.3550956793"
"total","26.1805322578"
"bra","73.2231088874"
"sarah","14.8440253133"
"sweater","108.752967025"
"negative","-35.6881171894"
"insult","-68.8882067902"
"sarap","-41.5701364085"
"indiana","-38.6594347981"
"blueberry","671.821194342"
"ir","31.558784118"
"chilli","97.0143416347"
"haha","-10.3668466493"
"award","29.7338083385"
"boobies","-71.2056331762"
"bunnies","106.535690338"
"word","-9.61041290685"
"wore","104.925669569"
"shame","20.4935615937"
"work","-2.98803302012"
"eclipse","159.280043844"
"worm","-60.3261286243"
"worn","-42.7826635815"
"era","41.6676223223"
"deprived","26.0138554226"
"elbow","-28.7345720596"
"gloria","32.7582933352"
"il","15.4765977163"
"india","-14.4265171362"
"veggies","81.8367226404"
"recovery","-105.199370195"
"ie","68.6134979555"
"nuts","61.8542345708"
"rewind","66.0043860337"
"boats","86.491870824"
"disappoint","29.0052141762"
"ordinary","-26.8329335427"
"beach","8.89201586563"
"pizza","-80.8091347774"
"lam","108.941742254"
"fever","8.73881901432"
"lah","-28.8602410383"
"bday","67.0084931428"
"after","-29.5426270681"
"hong","-69.1373132409"
"lab","-17.4568603056"
"zzzzzzz","-28.436001399"
"lay","1.95869895743"
"law","-11.6923777368"
"las","22.3926861215"
"chilled","-23.0048474612"
"chillen","12.217256424"
"appreciate","-4.23242479711"
"greet","-19.2625183776"
"green","24.208538387"
"waitress","113.88184463"
"ambulance","13.1380733424"
"fan","18.7846207407"
"realizing","13.4117145455"
"http://apps.facebook.com","23.4231306637"
"office","-2.43624565402"
"satisfied","-49.2732324208"
"mayor","-7.70627635769"
"somewhere","-3.70946091736"
"denver","-46.6452410978"
"fag","-175.067272747"
"production","-38.5914123695"
"belly","33.8113506979"
"then","-4.10997413101"
"them","-3.73685184194"
"affected","141.034947551"
"woken","73.8565930941"
"safe","27.9665438642"
"break","6.26208241062"
"roommate","56.1507103889"
"they","5.15825090593"
"jesus","-9.73567457898"
"ther","-45.8186085057"
"pjs","187.417310125"
"bread","46.1213385585"
"whoop","43.9222991857"
"rocky","51.4589972384"
"oxygen","31.1762774555"
"l","-12.0666046659"
"rocks","-27.129710386"
"whoot","87.0475497006"
"feeds","50.8600664889"
"lifted","27.8431848068"
"husband","469.026020307"
"logo","-13.5264463577"
"whining","44.9290770244"
"cameras","77.0876390844"
"forty","22.2348799173"
"strangers","77.7604916798"
"fellowship","63.4124466149"
"braces","90.7215184842"
"medicine","-32.9116853476"
"hooker","-94.5837041532"
"forth","-26.5558975165"
"sumone","8.38210463986"
"appointments","-68.9670461729"
"techno","-17.7630395319"
"lollipop","255.127881891"
"renee","109.199879819"
"dammit","-32.3469895857"
"recovering","-44.7279120717"
"creates","-94.8705964927"
"chopped","301.910922885"
"flick","-100.074215762"
">:","16.2897053624"
"delicious","-11.7335343773"
"tel","-3.31291189841"
"timothy","-121.799128184"
"rated","-23.1875135951"
"compromise","41.8980126297"
"tune","-27.3383110359"
"john","1.26507911966"
"hacer","-63.5845574828"
"happily","58.4127231814"
"albert","-3.53074927846"
"rejected","-100.097629692"
"cereal","-4.24198872788"
"jingle","20.8922220512"
"wasted","-6.81239964978"
"toronto","-7.71970652825"
"mercy","-32.5288379567"
"hike","23.2330830409"
"guilt","29.4859435735"
"iron","-26.8800786938"
"unconditionally","55.422548534"
"powers","-138.303062004"
"bronchitis","579.204082721"
"manner","-23.0987018778"
"strength","27.5666605475"
"burgers","-135.133085558"
"@_","42.5320478541"
"rome","-23.8622261982"
"luxury","56.2723609158"
"forces","25.806616336"
"completed","-3.55300304508"
"circles","105.015061862"
"qualities","39.1580631525"
"bruce","-78.5200468408"
"sue","-57.4079300468"
"anatomy","74.5710219235"
"germany","13.5372297683"
"phase","26.8763567863"
"proverb","-29.4725536301"
"grave","32.0514417092"
"webcam","-153.558695722"
"flops","146.119196931"
"aunt","136.951883655"
"sun","52.6722093352"
"voting","49.7058572821"
"lewis","77.8501125602"
"brief","43.4308005453"
"d:","35.7519898997"
"nang","-33.2108003343"
"d2","-75.146978719"
"enjoyed","-37.9105579316"
"toast","5.1216981274"
"guidance","27.7023374891"
"hrs","4.26390861186"
"deepest","-6.16271219914"
"attitudes","-0.833963230135"
"personality","-32.6650466866"
"do","-2.2294069987"
"dj","-22.1212390097"
"di","2.59374467057"
"dd","29.0352088578"
"de","1.9463375225"
"dc","-35.5090782524"
"da","-9.92395384406"
"watson","-103.636277933"
"haunted","-13.4113980696"
"dx","41.6146109089"
"nasty","77.720890584"
"du","2.92797721569"
"dr","-4.24964839782"
"ds","88.6725103435"
"dp","-172.05869171"
"runs","17.5031931313"
"covering","21.6720974529"
"emo","-51.1545381326"
"ahhhhhhh","-83.488547413"
"buat","-11.4629820021"
"steak","-59.9987851487"
"steam","-183.789238479"
"secretary","-32.9268570056"
"besties","144.896288909"
"lemonade","34.0493709731"
"depends","17.8998606566"
"miserable","58.7833971034"
"o_o","15.1847744096"
"xddd","59.7045628146"
"mitch","-31.2382251264"
"pedicure","575.362642071"
"away","6.67749102551"
"gentleman","-34.7807064466"
"bien","-49.1687087181"
"unable","22.1907326935"
"drawn","101.152129101"
"pfft","27.8441432398"
"we","-5.10725730887"
"wa","-20.9886594338"
"stinks","-210.509276085"
"wo","-25.0387290532"
"handful","355.126086904"
"wk","125.398672385"
"wi","28.5771915046"
"wt","5.87781493647"
"ws","-9.25730865949"
"nila","-55.7498004503"
"packages","-58.0636005968"
"kitchen","111.677419198"
"received","63.4624377693"
"climate","4.41787707434"
"cow","26.8597050126"
"ill","-24.5609356009"
"coz","-8.6126990279"
"cod","-157.236348825"
"brad","-12.0897124123"
"inlove","52.4721180862"
"con","12.5964446638"
"peacefully","-170.933714157"
"tone","24.6517812031"
"royal","-81.2885612417"
"tons","81.2854534398"
"tony","-12.6927144958"
"gratitude","1.21115833947"
"iraq","28.780069078"
"claiming","57.7275108375"
"dt","69.2925613456"
"sleepover","287.561724479"
"noel","84.9167533375"
"flexible","141.227441472"
"families","48.6921209238"
"easy","-24.7457521739"
"relaxing","-63.0118448639"
"excite","-117.716427141"
"fest","53.7523852721"
"applied","67.701609056"
"east","-18.855350595"
"air","9.74072030787"
"aim","-51.209489497"
"gna","-21.4216160634"
"aid","-51.2816405771"
"voice","19.2447454449"
"inspired","-22.5898022723"
"mistake","-107.786452503"
"sticker","-3.9739886262"
"sting","19.5054042945"
"audrey","38.0685947309"
"skipping","70.2147917963"
"dizzy","-76.898813313"
"brake","-141.561224814"
"confirmed","-39.6407154176"
"perform","-121.942591884"
"b's","-11.2449236826"
"bunny","45.8329587978"
"definately","93.1844587011"
"arent","108.692090382"
"wheel","-82.705901449"
"independent","103.219435272"
"swell","-11.4057711032"
"hang","-24.9917444414"
"evil","-9.44493798296"
"http://www.youtube.com","-101.480481438"
"redneck","-40.7555893635"
"kept","7.10765387691"
"soak","60.5791885821"
"thx","-52.8723990737"
"min","49.0170195419"
"kyle","8.38915469688"
"roomie","243.839584982"
"tho","21.123999055"
"contact","-8.20802531535"
"mamma","90.1059264349"
"thi","-5.93577261325"
"the","-0.202406627755"
"musical","-89.9058688154"
"tha","-7.10734464101"
"she'll","-38.6610311357"
"photographer","48.9976015326"
"quoted","-23.2496488452"
"photo","-0.542395702694"
"newton","24.632153837"
"hahahha","18.5096273677"
"gravity","23.1897493709"
"thanks","-20.0364435635"
"victim","20.8976052064"
"50th","-186.721280886"
"repost","72.303904213"
"jose","-71.8051944311"
"hills","-15.0701716475"
"27th","-197.249733952"
"josh","5.74266046623"
"wright","-10.641139957"
"shout","-15.1433727222"
"board","-2.2713884149"
"araw","-45.4874458538"
"mayb","61.7907419805"
"caps","9.78087746974"
"bastards","-37.9311126306"
"mays","-4.73773483984"
"retreat","-43.0857580292"
"gandhi","-27.8685716535"
"night","-8.38911185688"
"sends","176.90192381"
"born","-51.1532102674"
"neva","30.4812447229"
"bore","-15.0448913706"
"bord","35.7895622889"
"humor","31.0419162667"
"purple","12.4225348869"
"phenomenal","124.070847758"
"/","3.00466369238"
"filming","-27.5942859837"
"asking","5.77229704162"
"beating","-36.920818626"
"adorable","308.432748431"
"columbus","24.7884747823"
"pls","4.44032199502"
"peel","-29.029900164"
"pose","-148.128714578"
"plz","13.7118967633"
"peed","99.3698886754"
"peer","-23.1076494476"
"post","6.47227646517"
"diner","51.1392772389"
"_____","19.7651593767"
"theirs","93.746869843"
"months","-43.521505263"
"accepts","29.6750712057"
"anime","44.3386354482"
"horizon","-149.17236183"
"cherish","-32.1589127035"
"wasting","6.87430369866"
"float","-13.3522747985"
"profession","-98.6175323307"
"bound","-4.92955362793"
"stumble","89.9258538456"
"creek","-2.66874983238"
"strangely","-3.06488706701"
"wan","27.2325299381"
"wal","-218.191123723"
"heheh","-62.074365073"
"wag","20.5281349003"
"available","-56.2004283413"
"fight","-64.7710790655"
"waz","-85.0258582758"
"way","-0.800388241163"
"wat","-11.5720304466"
"was","-0.186886294956"
"war","-10.1610442359"
"lowest","113.896889596"
"becoming","-40.505010071"
